"","Skipaskrárnúmer","Lengd","Brúttórúmmál","Brúttótonn","WSA","gerd"
"759",6652,7.91,3.25,4.11,33.4387786791346,"litlir"
"760",6662,9.28,0,7.09,46.4308531409874,"litlir"
"761",6666,7.64,2.59,3.3,29.2996897624559,"litlir"
"762",6669,8.4,4.5,3.73,31.5417907898579,"litlir"
"763",6675,7.98,5.3,4.95,37.3998585652674,"litlir"
"764",6677,8.63,4.66,5.54,40.0230801352006,"litlir"
"765",6678,8.33,6.29,4.97,37.4907541051376,"litlir"
"766",6684,9.06,0,6.4,43.6554002558372,"litlir"
"767",6688,9.04,5.93,5.89,41.5266633889673,"litlir"
"768",6689,7.88,5.2,3.89,32.3494789615426,"litlir"
"769",6697,6.82,3.81,2.63,25.558242747309,"litlir"
"770",6700,8.5,5.15,5.52,39.9360359736258,"litlir"
"771",6702,8.4,5.87,5.28,38.8815215157006,"litlir"
"772",6703,7.99,5.3,4.88,37.0805667089308,"litlir"
"773",6710,9.91,5.7,7.5,48.0291068579949,"litlir"
"774",6711,9.7,6.29,6.76,45.1175534008425,"litlir"
"775",6717,8.11,5.77,5.17,38.3918408872876,"litlir"
"776",6719,7.74,3.78,3.57,30.7201899122879,"litlir"
"777",6725,7.65,5.83,4.72,36.3438317471151,"litlir"
"778",6728,9.33,6.86,5.61,40.3267546104978,"litlir"
"779",6737,7.98,5.9,4.96,37.4453245693015,"litlir"
"780",6738,9.28,8.73,5.85,41.3566603770026,"litlir"
"781",6743,8.97,5.33,5.36,39.2351062899102,"litlir"
"782",6752,7.98,5.3,4.95,37.3998585652674,"litlir"
"783",6753,9.85,7.89,8.54,51.9344178976354,"litlir"
"784",6754,8.5,6.3,5.75,40.9296162308772,"litlir"
"785",6757,7.98,5.9,4.96,37.4453245693015,"litlir"
"786",6762,8.57,0,5.94,41.7385223582335,"litlir"
"787",6765,8.35,5.52,4.78,36.6212550395562,"litlir"
"788",6770,9.09,0,6.57,44.3498323591702,"litlir"
"789",6771,8.36,5.3,5.11,38.1229949844284,"litlir"
"790",6776,7.98,5.9,4.96,37.4453245693015,"litlir"
"791",6777,8.14,3.77,4.11,33.4387786791346,"litlir"
"792",6780,9.14,7.49,6.52,44.1463378608051,"litlir"
"793",6783,8.43,4.84,4.66,36.06500127878,"litlir"
"794",6784,7.91,3.77,4.11,33.4387786791346,"litlir"
"795",6790,9.27,6.63,6.76,45.1175534008425,"litlir"
"796",6792,8.3,5.9,4.96,37.4453245693015,"litlir"
"797",6794,8.81,5.97,5.94,41.7385223582335,"litlir"
"798",6795,9.01,6.6,4.96,37.4453245693015,"litlir"
"799",6798,7.91,3.77,4.11,33.4387786791346,"litlir"
"800",6806,8.15,4.5,4.45,35.0776391964851,"litlir"
"801",6807,7.09,2.67,2.84,26.767959762325,"litlir"
"802",6814,6.85,3.03,2.46,24.5505126108344,"litlir"
"803",6816,9.26,0,6.04,42.1601227951121,"litlir"
"804",6821,9.24,0,7.03,46.1939112621363,"litlir"
"805",6822,8.41,5.9,4.96,37.4453245693015,"litlir"
"806",6823,7.99,5.77,5.06,37.8979956164627,"litlir"
"807",6824,9.68,7.39,6.95,45.8767329298853,"litlir"
"808",6825,8.38,5.9,4.96,37.4453245693015,"litlir"
"809",6827,8.39,6.08,5.01,37.6721096099129,"litlir"
"810",6830,9.48,0,7.27,47.1369356053672,"litlir"
"811",6836,9.02,0,6.29,43.2021458384726,"litlir"
"812",6837,8.96,6.64,6.34,43.40855841818,"litlir"
"813",6838,7.98,5.9,4.96,37.4453245693015,"litlir"
"814",6847,7.98,5.9,4.97,37.4907541051376,"litlir"
"815",6848,7.99,5.77,5.06,37.8979956164627,"litlir"
"816",6852,7.99,5.77,5.06,37.8979956164627,"litlir"
"817",6856,8.82,7.56,5.96,41.8230670759452,"litlir"
"818",6857,10.05,0,7.36,47.4873652606157,"litlir"
"819",6859,8.62,6.52,5.92,41.653864268704,"litlir"
"820",6865,8.55,0,6.42,43.7374759792488,"litlir"
"821",6867,7.99,0,5.28,38.8815215157006,"litlir"
"822",6868,7.98,5.9,4.96,37.4453245693015,"litlir"
"823",6875,7.92,4.28,4.2,33.8776832318297,"litlir"
"824",6877,8.19,4.09,4.15,33.634314773602,"litlir"
"825",6878,8.41,5.9,4.97,37.4907541051376,"litlir"
"826",6882,8.98,5.11,5.14,38.257574066232,"litlir"
"827",6893,9.64,6.48,5.92,41.653864268704,"litlir"
"828",6894,8.33,5.83,5.31,39.014364017321,"litlir"
"829",6899,7.73,5.68,4.86,36.9890062922887,"litlir"
"830",6905,7.99,5.77,5.07,37.9430660296581,"litlir"
"831",6909,9.93,9.29,9.57,55.6194406056922,"litlir"
"832",6911,9.36,5.05,5.78,41.0580376671191,"litlir"
"833",6915,8.23,4.75,3.9,32.3995160715058,"litlir"
"834",6917,9.09,6.22,5.92,41.653864268704,"litlir"
"835",6918,7.98,6.86,4.97,37.4907541051376,"litlir"
"836",6919,8.44,6.33,4.97,37.4907541051376,"litlir"
"837",6921,7.98,4.83,4.81,36.7594467215307,"litlir"
"838",6931,7.73,6.03,4.86,36.9890062922887,"litlir"
"839",6933,10.46,0,8.62,52.226750358905,"litlir"
"840",6934,7.98,5.9,4.96,37.4453245693015,"litlir"
"841",6935,8.96,6.64,6.34,43.40855841818,"litlir"
"842",6936,8.96,5.9,6.36,43.4909419249202,"litlir"
"843",6941,7.66,4.99,3.73,31.5417907898579,"litlir"
"844",6943,8.52,6.31,5.77,41.0152600626993,"litlir"
"845",6945,10.67,0,11.25,61.3071953344314,"litlir"
"846",6946,8.45,4.44,4.58,35.690994373096,"litlir"
"847",6947,8.78,5.27,4.76,36.5289354257322,"litlir"
"848",6952,11.14,9.13,11.44,61.928433824187,"litlir"
"849",6961,9.93,9.29,9.57,55.6194406056922,"litlir"
"850",6969,8.96,6.66,6.36,43.4909419249202,"litlir"
"851",6975,7.99,5.77,5.07,37.9430660296581,"litlir"
"852",6976,9.7,7.29,7.23,46.9806352762388,"litlir"
"853",6978,8.55,4.98,3.97,32.7483569266258,"litlir"
"854",6979,7.98,5.9,4.97,37.4907541051376,"litlir"
"855",6982,10.48,8.43,9.16,54.1724784172737,"litlir"
"856",6986,8.53,4.74,4.09,33.3407266960535,"litlir"
"857",6987,7.99,5.77,5.06,37.8979956164627,"litlir"
"858",6988,9.93,9.29,9.58,55.6544206936213,"litlir"
"859",6990,8.41,4.95,4.71,36.2974583991622,"litlir"
"860",6991,10.65,9.88,10.83,59.9189178039568,"litlir"
"861",6992,7.98,5.9,4.97,37.4907541051376,"litlir"
"862",6996,10.96,0,12.01,63.7679595351466,"litlir"
"863",6998,10.91,7.85,10.67,59.3844325034451,"litlir"
"864",6999,8.29,5.9,4.97,37.4907541051376,"litlir"
"865",7000,9.96,8.54,9.29,54.634011520444,"litlir"
"866",7001,7.73,6.03,4.86,36.9890062922887,"litlir"
"867",7007,11.82,0,14.68,71.9592644653629,"litlir"
"868",7011,8.32,5.77,5.07,37.9430660296581,"litlir"
"869",7019,8.19,6.04,5.33,39.1027597764143,"litlir"
"870",7020,8.24,3.77,4.11,33.4387786791346,"litlir"
"871",7022,10.6,9.49,11.13,60.9126815784776,"litlir"
"872",7025,8.42,0,4.43,34.9826474441698,"litlir"
"873",7028,8.5,6.99,5.99,41.9496727418564,"litlir"
"874",7031,7.99,5.77,5.06,37.8979956164627,"litlir"
"875",7037,9.97,0,7.61,48.4519425334339,"litlir"
"876",7038,11.05,9.57,11.34,61.6019824844566,"litlir"
"877",7040,11.3,0,12.79,66.229838778045,"litlir"
"878",7041,7.98,5.9,4.96,37.4453245693015,"litlir"
"879",7049,9.93,9.29,9.57,55.6194406056922,"litlir"
"880",7051,7.98,5.9,4.97,37.4907541051376,"litlir"
"881",7053,8.36,5.77,5.17,38.3918408872876,"litlir"
"882",7056,7.73,6.03,4.86,36.9890062922887,"litlir"
"883",7057,7.98,5.9,4.96,37.4453245693015,"litlir"
"884",7060,10.23,0,6.81,45.3181519701927,"litlir"
"885",7062,8.43,0,5.06,37.8979956164627,"litlir"
"886",7064,8.62,5.89,5.04,37.8077482980119,"litlir"
"887",7065,7.99,5.77,5.06,37.8979956164627,"litlir"
"888",7067,9.93,9.29,9.57,55.6194406056922,"litlir"
"889",7074,7.98,5.9,4.96,37.4453245693015,"litlir"
"890",7075,7.73,5.68,4.86,36.9890062922887,"litlir"
"891",7076,8.21,5.68,4.86,36.9890062922887,"litlir"
"892",7077,9.93,9.86,9.54,55.5144129528127,"litlir"
"893",7078,8.09,4.39,3.9,32.3995160715058,"litlir"
"894",7081,7.48,3.87,3.93,32.549321904643,"litlir"
"895",7084,7.99,5.77,5.07,37.9430660296581,"litlir"
"896",7088,6.99,2.63,3.2,28.7619228510231,"litlir"
"897",7095,8.46,5.9,4.97,37.4907541051376,"litlir"
"898",7096,11.01,10.34,12.07,63.959551053838,"litlir"
"899",7097,7.98,5.9,4.96,37.4453245693015,"litlir"
"900",7098,8.54,7.07,5.66,40.5427423693262,"litlir"
"901",7103,8.83,5.95,5.91,41.6114925422353,"litlir"
"902",7104,7.99,6.12,5.22,38.6149318659687,"litlir"
"903",7105,7.91,3.77,4.11,33.4387786791346,"litlir"
"904",7111,10.89,7.51,10.87,60.0520469706842,"litlir"
"905",7112,7.73,5.95,4.78,36.6212550395562,"litlir"
"906",7113,8.28,6.23,5.29,38.925835648078,"litlir"
"907",7116,8.2,3.77,4.11,33.4387786791346,"litlir"
"908",7121,9.2,8.6,6.95,45.8767329298853,"litlir"
"909",7124,7.99,5.77,5.06,37.8979956164627,"litlir"
"910",7126,10.91,0,11.35,61.6346790350504,"litlir"
"911",7133,7.98,5.9,4.96,37.4453245693015,"litlir"
"912",7136,7.98,5.9,4.96,37.4453245693015,"litlir"
"913",7143,9.93,7.18,9.01,53.6366881721269,"litlir"
"914",7144,8.27,5.92,5.29,38.925835648078,"litlir"
"915",7147,8.68,0,5.37,39.279156238435,"litlir"
"916",7150,9.38,0,6.75,45.0773629153171,"litlir"
"917",7152,8.48,5.92,5.03,37.7625711958569,"litlir"
"918",7154,7.73,6.03,4.86,36.9890062922887,"litlir"
"919",7156,7.98,5.9,5.15,38.3023642432129,"litlir"
"920",7157,7.91,3.77,4.11,33.4387786791346,"litlir"
"921",7159,8.42,5.77,5.11,38.1229949844284,"litlir"
"922",7160,9.18,6.08,4.98,37.5361472753156,"litlir"
"923",7161,9.42,0,8.96,53.4573039502651,"litlir"
"924",7162,7.98,5.9,5.16,38.3471198189951,"litlir"
"925",7164,8.38,5.9,5.15,38.3023642432129,"litlir"
"926",7168,8.85,5.2,5.4,39.4111106082409,"litlir"
"927",7170,8,5.87,4.26,34.1682085137481,"litlir"
"928",7172,7.98,5.9,5.15,38.3023642432129,"litlir"
"929",7173,9.93,6.36,6.87,45.5580981378849,"litlir"
"930",7175,7.98,5.9,5.15,38.3023642432129,"litlir"
"931",7180,8.58,5.45,4.45,35.0776391964851,"litlir"
"932",7183,7.99,5.58,4.89,37.1262909036385,"litlir"
"933",7185,8.25,5.9,5.22,38.6149318659687,"litlir"
"934",7189,7.36,3.43,2.96,27.4432309295631,"litlir"
"935",7190,8.53,6.54,5.98,41.9074989533446,"litlir"
"936",7191,7.99,6.23,5.29,38.925835648078,"litlir"
"937",7194,9.27,7.23,7.14,46.6276957038899,"litlir"
"938",7196,7.92,5.68,4.86,36.9890062922887,"litlir"
"939",7201,7.95,4.64,4.83,36.8513839842351,"litlir"
"940",7202,8.46,6.86,4.97,37.4907541051376,"litlir"
"941",7206,7.36,2.18,2.64,25.6167006970791,"litlir"
"942",7207,7.27,0,3.98,32.797990781455,"litlir"
"943",7211,7.99,5.82,5.2,38.5257979778181,"litlir"
"944",7213,7.98,5.26,5.1,38.078065456771,"litlir"
"945",7214,8.04,5.9,5.09,38.0331008527508,"litlir"
"946",7219,7.99,5.77,5.06,37.8979956164627,"litlir"
"947",7220,9,6.08,7.06,46.3124823819998,"litlir"
"948",7221,7.92,3.77,4.11,33.4387786791346,"litlir"
"949",7223,8.45,6.32,5.11,38.1229949844284,"litlir"
"950",7226,7.99,5.77,5.06,37.8979956164627,"litlir"
"951",7228,7.99,5.77,5.07,37.9430660296581,"litlir"
"952",7230,8.44,5.97,5.93,41.6962075183328,"litlir"
"953",7233,7.83,4.92,3.57,30.7201899122879,"litlir"
"954",7234,9.09,7.17,5.86,41.3992043892236,"litlir"
"955",7242,8.09,5.69,4.86,36.9890062922887,"litlir"
"956",7243,11.95,11.03,14.3,70.8320685001542,"litlir"
"957",7246,9.08,5.96,6.87,45.5580981378849,"litlir"
"958",7250,8.45,5.12,4.16,33.6830814221967,"litlir"
"959",7253,8.43,5.83,4.97,37.4907541051376,"litlir"
"960",7255,9.37,6.71,6.51,44.1055645285803,"litlir"
"961",7259,8.74,7.87,5.98,41.9074989533446,"litlir"
"962",7261,8.49,5.57,4.89,37.1262909036385,"litlir"
"963",7262,8.52,0,4.58,35.690994373096,"litlir"
"964",7263,8.51,4.18,4.77,36.5751144901057,"litlir"
"965",7269,7.73,5.68,4.86,36.9890062922887,"litlir"
"966",7272,7.98,5.9,5.16,38.3471198189951,"litlir"
"967",7278,8.58,6.6,5.97,41.8652970866318,"litlir"
"968",7281,9.1,6.77,5.99,41.9496727418564,"litlir"
"969",7284,8.57,7.86,6.41,43.6964508578522,"litlir"
"970",7287,7.6,3.78,3.94,32.5991559543621,"litlir"
"971",7296,6.15,5.54,2.53,24.9687145173606,"litlir"
"972",7298,8.4,3.82,4.15,33.634314773602,"litlir"
"973",7305,9.09,6.65,5.71,40.7579720581728,"litlir"
"974",7309,6.34,2.81,2.85,26.8246606035184,"litlir"
"975",7311,9.05,6.3,5.75,40.9296162308772,"litlir"
"976",7313,8.21,4.53,4.29,34.3128601319782,"litlir"
"977",7316,7.8,3.68,3.91,32.4495021439365,"litlir"
"978",7317,8.94,4.82,5.29,38.925835648078,"litlir"
"979",7320,9.38,6.58,7.7,48.796092581787,"litlir"
"980",7321,7.8,3.68,3.91,32.4495021439365,"litlir"
"981",7323,8.6,6.31,5.84,41.3140874104431,"litlir"
"982",7325,8.59,6.44,5.85,41.3566603770026,"litlir"
"983",7328,10.46,0,8.34,51.1987776578115,"litlir"
"984",7329,8.59,6.36,5.85,41.3566603770026,"litlir"
"985",7331,8.99,5.02,5.42,39.4989181346706,"litlir"
"986",7332,8.59,6.44,5.85,41.3566603770026,"litlir"
"987",7334,7.95,5.99,5.22,38.6149318659687,"litlir"
"988",7335,10.61,0,8.92,53.3135095473689,"litlir"
"989",7336,9.09,6.44,5.85,41.3566603770026,"litlir"
"990",7337,8.73,7,5.85,41.3566603770026,"litlir"
"991",7338,8.33,0,5.6,40.2834652611935,"litlir"
"992",7344,8.98,8.18,6,41.991818517677,"litlir"
"993",7346,8.97,0,6.44,43.8194500018548,"litlir"
"994",7347,8.77,6.23,5.86,41.3992043892236,"litlir"
"995",7352,8.44,5.06,5.78,41.0580376671191,"litlir"
"996",7355,7.95,5.57,5.22,38.6149318659687,"litlir"
"997",7357,9.1,6.23,6.08,42.3279840428314,"litlir"
"998",7359,8.97,7.17,5.88,41.4842058265762,"litlir"
"999",7361,11.17,9.42,10.07,57.3510497159532,"litlir"
"1000",7362,8.99,0,6.6,44.4716332276223,"litlir"
"1001",7363,9.2,4.99,5.76,40.9724529411737,"litlir"
"1002",7364,7.95,0,5.22,38.6149318659687,"litlir"
"1003",7366,8.34,5.83,4.97,37.4907541051376,"litlir"
"1004",7367,7.86,4.37,4.21,33.9262182627039,"litlir"
"1005",7369,7.99,5.9,5.93,41.6962075183328,"litlir"
"1006",7377,8.78,6.23,5.93,41.6962075183328,"litlir"
"1007",7382,8.59,6.23,5.88,41.4842058265762,"litlir"
"1008",7386,9.13,7.77,5.99,41.9496727418564,"litlir"
"1009",7388,8.29,5.8,4.97,37.4907541051376,"litlir"
"1010",7389,8.44,6.32,5.91,41.6114925422353,"litlir"
"1011",7392,8.59,6.68,5.71,40.7579720581728,"litlir"
"1012",7393,8.39,6.19,4.95,37.3998585652674,"litlir"
"1013",7396,9.03,6.85,5.88,41.4842058265762,"litlir"
"1014",7400,8.61,6.21,4.91,37.2176277988942,"litlir"
"1015",7401,8.58,6.8,5.83,41.2714854202094,"litlir"
"1016",7402,8.37,5.97,5.82,41.2288543366808,"litlir"
"1017",7410,8.57,6.8,5.87,41.4417195161582,"litlir"
"1018",7411,9.29,7.48,5.98,41.9074989533446,"litlir"
"1019",7412,9.12,5.69,5.33,39.1027597764143,"litlir"
"1020",7413,8.9,7.49,5.97,41.8652970866318,"litlir"
"1021",7414,8.98,8.41,7.03,46.1939112621363,"litlir"
"1022",7415,8.9,7.48,5.94,41.7385223582335,"litlir"
"1023",7416,7.84,6.23,4.88,37.0805667089308,"litlir"
"1024",7417,8.57,6.8,5.86,41.3992043892236,"litlir"
"1025",7418,8.93,7.47,5.94,41.7385223582335,"litlir"
"1026",7419,9.36,6.8,5.87,41.4417195161582,"litlir"
"1027",7420,8.58,6.8,5.82,41.2288543366808,"litlir"
"1028",7421,7.93,4.32,5.22,38.6149318659687,"litlir"
"1029",7423,8.57,5.91,5.26,38.7927929140501,"litlir"
"1030",7426,8.9,7.44,5.99,41.9496727418564,"litlir"
"1031",7427,8.92,7.49,5.97,41.8652970866318,"litlir"
"1032",7428,8.59,6.16,4.88,37.0805667089308,"litlir"
"1033",7429,8.57,6.78,5.8,41.1435046098184,"litlir"
"1034",7430,8.88,7.44,5.99,41.9496727418564,"litlir"
"1035",7431,8.02,5.81,5,37.6268249263907,"litlir"
"1036",7433,8.9,7.51,5.97,41.8652970866318,"litlir"
"1037",7435,8.9,5.98,5.97,41.8652970866318,"litlir"
"1038",7437,8.25,7.77,5.9,41.5690922715424,"litlir"
"1039",7439,8.79,6.37,5.36,39.2351062899102,"litlir"
"1040",7443,8.57,6.77,5.84,41.3140874104431,"litlir"
"1041",7445,9.1,6.93,5.84,41.3140874104431,"litlir"
"1042",7449,9.4,6.83,5.86,41.3992043892236,"litlir"
"1043",7455,8.59,6.78,5.86,41.3992043892236,"litlir"
"1044",7456,9.21,8.06,6.95,45.8767329298853,"litlir"
"1045",7458,8.57,6.65,5.75,40.9296162308772,"litlir"
"1046",7459,9.4,6.83,5.87,41.4417195161582,"litlir"
"1047",7461,10.67,8.45,8.97,53.4932126034841,"litlir"
"1048",7463,9.84,0,7.86,49.4039874581172,"litlir"
"1049",7465,9.17,7.75,7.14,46.6276957038899,"litlir"
"1050",7467,8.9,7.49,5.97,41.8652970866318,"litlir"
"1051",7472,8.72,6.37,5.91,41.6114925422353,"litlir"
"1052",7478,9.49,4.89,5.68,40.6289246900917,"litlir"
"1053",7479,7.88,6.14,4.92,37.2632407111067,"litlir"
"1054",7485,8.82,6.5,6.08,42.3279840428314,"litlir"
"1055",7486,8.73,6.77,5.98,41.9074989533446,"litlir"
"1056",7490,7.79,6.07,4.76,36.5289354257322,"litlir"
"1057",7495,8.08,4.79,3.94,32.5991559543621,"litlir"
"1058",7498,7.92,6.17,4.93,37.3088167399589,"litlir"
"1059",7501,9.5,0,6.63,44.5932139455179,"litlir"
"1060",7514,7.92,6.09,4.88,37.0805667089308,"litlir"
"1061",7515,9.5,6.77,5.99,41.9496727418564,"litlir"
"1062",7518,7.92,6.01,4.88,37.0805667089308,"litlir"
"1063",7526,7.97,5.78,3.71,31.4398687004931,"litlir"
"1064",7527,7.92,5.56,4.09,33.3407266960535,"litlir"
"1065",7528,7.92,5.56,4.09,33.3407266960535,"litlir"
"1066",7531,10.07,8.83,8.28,50.9767205448337,"litlir"
"1067",7532,8.74,7.34,6.38,43.5732223870368,"litlir"
"1068",7533,8.53,6.12,4.11,33.4387786791346,"litlir"
"1069",7537,7.1,3.39,2.26,23.3287199926298,"litlir"
"1070",7539,7.21,3.89,2.61,25.4410607786834,"litlir"
"1071",7545,8.97,7.62,6.56,44.3091829046625,"litlir"
"1072",7547,7.58,4.45,3.24,28.9778210549721,"litlir"
"1073",7554,6.98,4.58,3.47,30.1992372427008,"litlir"
"1074",7555,6.99,4.57,3.47,30.1992372427008,"litlir"
"1075",7557,6.97,4.59,3.48,30.2515989972746,"litlir"
"1076",7558,6.99,4.66,3.51,30.4083261126228,"litlir"
"1077",7559,6.99,4.61,3.5,30.3561431934455,"litlir"
"1078",7560,6.98,4.61,3.47,30.1992372427008,"litlir"
"1079",7561,6.96,4.64,3.48,30.2515989972746,"litlir"
"1080",7562,6.98,4.63,3.49,30.303900900986,"litlir"
"1081",7568,6.98,4.65,3.5,30.3561431934455,"litlir"
"1082",7579,6.97,4.54,3.46,30.1468153959974,"litlir"
"1083",7580,6.97,4.54,3.46,30.1468153959974,"litlir"
"1084",7582,6.97,4.54,3.46,30.1468153959974,"litlir"
"1085",7583,6.97,4.54,3.46,30.1468153959974,"litlir"
"1086",7584,6.97,4.54,3.46,30.1468153959974,"litlir"
"1087",7585,6.97,4.54,3.46,30.1468153959974,"litlir"
"1088",7586,6.97,4.54,3.46,30.1468153959974,"litlir"
"1089",7587,6.97,4.54,3.46,30.1468153959974,"litlir"
"1090",7588,6.97,4.54,3.46,30.1468153959974,"litlir"
"1091",7589,6.97,4.54,3.46,30.1468153959974,"litlir"
"1092",7594,7.64,4.9,4.68,36.1581026726758,"litlir"
"1093",7595,7.64,4.9,4.68,36.1581026726758,"litlir"
"1094",7596,7.64,4.9,4.68,36.1581026726758,"litlir"
"1095",7597,7.64,4.9,4.68,36.1581026726758,"litlir"
"1096",7598,7.64,4.9,4.68,36.1581026726758,"litlir"
"1097",7599,7.64,4.9,4.68,36.1581026726758,"litlir"
"1098",7600,7.64,4.9,4.68,36.1581026726758,"litlir"
"1099",7601,7.64,4.9,4.68,36.1581026726758,"litlir"
"1100",7602,7.64,4.9,4.68,36.1581026726758,"litlir"
"1101",7603,7.64,4.9,4.68,36.1581026726758,"litlir"
"1102",7604,7.64,4.9,4.68,36.1581026726758,"litlir"
"1103",7606,7.64,4.9,4.68,36.1581026726758,"litlir"
"1104",7607,7.64,4.9,4.68,36.1581026726758,"litlir"
"1105",7608,7.64,4.9,4.68,36.1581026726758,"litlir"
"1106",7610,7.64,4.9,4.68,36.1581026726758,"litlir"
"1107",7613,7.64,4.9,4.68,36.1581026726758,"litlir"
"1108",7614,7.64,4.9,4.68,36.1581026726758,"litlir"
"1109",7615,7.64,4.9,4.68,36.1581026726758,"litlir"
"1110",7641,8.77,0,6.06,42.2441085418368,"litlir"
"1111",7642,9.99,0,7.95,49.7437636854789,"litlir"
"1112",7661,7.88,0,5,37.6268249263907,"litlir"
"1113",7664,8.55,0,5.44,39.58659679822,"litlir"
"1114",7668,8.63,0,5.51,39.8924668284926,"litlir"
"1115",7670,9.42,0,7.08,46.3914184102968,"litlir"
"1116",7680,7.64,0,4.68,36.1581026726758,"litlir"
"1117",7683,8.19,0,4.57,35.6440613518416,"litlir"
"1118",7691,6.87,0,3.73,31.5417907898579,"litlir"
"1119",7696,6.97,0,3.51,30.4083261126228,"litlir"
"1120",7697,7.63,0,4.67,36.1115718121232,"litlir"
"1121",7703,8.7,0,5.81,41.1861940899492,"litlir"
"1122",7704,7.98,0,5.14,38.257574066232,"litlir"
"1123",7709,8.76,0,6.1,42.4117498047514,"litlir"
"1124",7711,8.73,0,6.18,42.7457254563848,"litlir"
"1125",7714,7.99,0,4.49,35.2671144621691,"litlir"
"1126",7716,8.76,0,6.15,42.620687390224,"litlir"
"1127",7718,8.49,0,5.1,38.078065456771,"litlir"
"1128",7720,9.54,0,9.37,54.9167545807784,"litlir"
"1129",7727,8.74,0,6.1,42.4117498047514,"litlir"
"1130",7729,7.99,0,4.49,35.2671144621691,"litlir"
"1131",7730,9.99,0,8.13,50.4187574576535,"litlir"
"1132",7737,8.74,0,5.8,41.1435046098184,"litlir"
"1133",7744,8.76,0,6.05,42.2021294810134,"litlir"
"1134",7755,6.57,0,3.26,29.0853721708323,"litlir"
"1135",7756,6.08,0,2.07,22.1274708880733,"litlir"
"1136",7757,9.48,0,7.22,46.9415064630332,"litlir"
"1137",7758,8.76,0,6.11,42.4535916907985,"litlir"
"1138",7762,9.99,0,8.07,50.1944266671833,"litlir"
"1139",7763,9.18,0,7.33,47.3707458592997,"litlir"
"1140",7781,7.99,0,4.97,37.4907541051376,"litlir"
"1141",7787,9.98,0,8.21,50.7168428508471,"litlir"
"1142",7788,9.99,0,8.16,50.5306756944173,"litlir"
"1143",7789,7.97,0,4.77,36.5751144901057,"litlir"
"1144",9037,7.47,2.82,2.98,27.5547085030026,"litlir"
"1145",9806,6.71,2.16,2.98,27.5547085030026,"litlir"
"1146",9908,5,2,2,21.6739310514475,"litlir"
